Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,653.232914785024,779.559053303617,901.371798380137,1088.45390699409,1224.42303889207,1380.25060109523,1444.80179812139,1474.48163039134,1837.50231940749,2003.05435224599,2024.66004029324,2038.6300959303,2111.05239794964,2227.90562486459,2399.84446616751,2273.18414947214,2382.60890509978,2455.20916432815,2645.49087034383,2576.97472685121,2706.9757422145,2280.33593070797,2057.68296881818,2072.16741914613,2621.8242386707,2790.17822057177,2282.38961876878,2303.09053500446,2326.11222110386,2553.06975962289,2741.11054194091,2832.18889268909,2994.33998829381,3192.6693781217,3390.71625563673,3779.05706959956,4669.06091614789,5184.49422741447,5376.4476221145,5484.77630011197,5676.14140269906,6075.92430626005,6425.94111866075,6760.15343974549,7050.5019901192,7602.26121831897,..,..
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.834,64.445,65.066,65.696,66.328,66.958,67.575,68.174,68.748,69.293,69.812,70.31,70.791,71.259,71.712,72.144,72.55,72.923,73.258,73.552,73.803,74.013,74.184,74.323,74.435,74.519,74.574,74.602,74.614,74.622,74.644,74.702,74.807,74.963,75.169,75.415,75.683,75.95,76.203,76.437,76.658,76.88,77.119,77.381,77.663,77.95,78.225,78.469,78.672,78.833,78.959,79.064,79.167,79.282,79.415,79.57,79.742,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.709756097561,75.3634146341464,75.309756097561,76.1560975609756,..,77.4731707317073,..,..,77.8243902439025,..,77.8731707317073,..
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,976.33424476934,1157.41164807939,1476.27154273967,1929.40360692052,2559.25967546587,4232.02293870659,4033.24047772902,4122.78449894301,4091.04849762666,4258.74358947914,4488.28700259453,5642.63147635102,6690.57797489323,7645.62976711711,8038.91424224167,9641.57527301293,9696.09959332362,11310.0719239521,10526.1417696747,11617.6927784249,15098.0060165358,14969.4227910669,14303.5385705316,15247.2932885008,15457.6443640866,14672.882058494,15062.9243346608,16372.291519199,20293.4078913924,23932.4912772329,25324.4866558737,27169.9925579717,31386.6326506534,35390.7048833763,32105.8159000782,30818.4639574235,32233.8394246573,28984.9148053503,27942.3166728809,27400.802986104,23212.2247018375,23541.4882484476,25233.570984591
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.618,69.949,70.272,70.587,70.895,71.197,71.491,71.776,72.052,72.318,72.576,72.825,73.067,73.301,73.53,73.753,73.971,74.183,74.39,74.592,74.79,74.984,75.174,75.359,75.541,75.718,75.892,76.063,76.23,76.393,76.554,76.711,76.865,77.017,77.166,77.312,77.456,77.598,77.738,77.876,78.01,78.14,78.264,78.386,78.506,78.631,78.764,78.911,79.071,79.245,79.43,79.62,79.81,79.995,80.173,80.344,80.508,..
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3917.15984010204,2878.71928306369,3352.03416144651,3931.74446274757,4601.95231248673,5788.15073679709,6493.86334640108,5996.83381043982,6458.90450104404,6307.69800377791,6011.61522035701,6609.20552986054,8032.89661245767,9773.11750251281,11685.8872407234,13346.1763898857,15183.6360541375,18373.6489976913,22698.8539572605,19741.5976279826,19808.0710912518,21717.4579392202,19729.8705111763,19916.0193873722,19744.5586092159,17715.6168523009,18483.7164797716,20368.1385576071
Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.3487804878049,70.5126829268293,69.7868292682927,70.3043902439025,70.459512195122,70.1631707317073,70.3848780487805,70.2641463414634,69.8407317073171,69.3670731707317,69.440243902439,69.6770731707317,70.1765853658537,70.0226829268293,70.0865853658537,70.4146341463415,70.5326829268293,70.5734146341463,70.6439024390244,70.749512195122,70.2780487804878,70.7221951219512,70.8078048780488,70.5914634146341,70.8375609756098,71.0463414634146,70.9973170731707,71.4456097560976,71.6414634146342,71.6756097560976,71.3839024390244,71.8982926829268,72.2717073170732,72.7678048780488,72.9726829268293,73.0748780487805,73.7146341463415,73.8248780487805,74.5146341463415,74.6682926829268,74.9682926829268,75.1731707317073,75.2219512195122,75.1707317073171,75.7219512195122,75.9243902439025,76.5243902439024,76.7243902439025,76.9756097560976,77.0780487804878,77.4243902439025,77.8731707317073,78.0756097560976,78.1756097560976,78.8243902439024,78.5780487804878,78.3317073170732,..
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1364.51716017255,1503.53701342816,1681.0299129876,1775.37038468789,2013.24307693268,2243.93159483536,2443.2597913502,2644.7866468916,2712.61240033933,3068.23674114413,3464.45699527623,3845.49615869923,4654.30533592887,6119.37265801991,6770.73392957193,7999.11153176832,8787.58091677434,9783.84085831334,11826.0035497522,13752.0064147251,13883.8996463609,12081.7895373984,11804.4331928655,11857.9021207038,11562.913486507,12253.0955451375,17201.0828270017,21340.7140617334,22527.0471030545,21901.0575177777,26891.4416399373,27011.3858910492,29569.6545261635,27597.971483378,29995.5652189509,35351.3807065346,35650.7243420099,32835.9287666102,33368.1548509045,33440.8016200638,30743.5591735847,30751.6494603843,33228.6929087101,40458.7706402839,46511.6045710347,48799.8203703247,52026.9931124155,58487.0450116405,64322.0666441526,58163.2935943068,58041.4112245601,61753.6600721804,58507.5002096272,61191.1926260428,62548.9850174371,53012.9965835008,53578.7565680928,56307.5082995258
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.1765853658537,72.4382926829268,72.319756097561,72.4004878048781,72.4851219512195,72.3707317073171,72.4441463414634,72.9221951219512,73.1214634146342,73.2209756097561,73.3434146341463,73.4146341463415,73.4390243902439,73.6821951219512,73.8082926829268,74.0751219512195,73.739756097561,74.6324390243903,74.3929268292683,74.2192682926829,74.1017073170732,74.2304878048781,74.5512195121951,74.4204878048781,74.5621951219512,74.4275609756098,74.579756097561,74.6912195121951,74.7717073170732,74.799756097561,74.8053658536585,75.1578048780488,75.1941463414634,75.1168292682927,75.3751219512195,75.2126829268293,75.5914634146342,75.9451219512195,76.1390243902439,76.3414634146341,76.5926829268293,76.7926829268293,76.8951219512195,77.1439024390244,77.4926829268293,77.8439024390244,78.0951219512195,78.1951219512195,78.4463414634146,78.5975609756098,79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.7048780487805,..
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,801.172727261608,..,761.470312414935,748.195249198534,725.742532069468,766.1409545474,762.011321733064,777.262329602146,753.520188893783,790.032265170134,789.551769053208,767.46692890957,760.531447774996,755.596241765878,765.720488241375,768.17607674712,781.232219551995,792.154120027978,819.974117984813,864.184720607284,904.729748876566,965.669377892257,1047.58689638521,1214.07711829591,1253.65743119943,1325.99072352076,1430.98689832546,1536.15068518041,1477.36304247321,1595.1463648488,1761.6101575859,1872.23462294105,1927.58970569415
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.038,44.469,44.892,45.309,45.727,46.166,46.654,47.203,47.814,48.476,49.16,49.827,50.442,50.982,51.442,51.832,52.177,52.513,52.865,53.241,53.639,54.049,54.451,54.828,55.174,55.488,55.772,56.032,56.271,56.488,56.678,56.831,56.943,57.017,57.056,57.065,57.05,57.022,56.998,56.992,57.021,57.1,57.233,57.424,57.677,57.999,58.393,58.848,59.345,59.865,60.383,60.87,61.31,61.691,62.006,62.26,62.465,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,495.434885376447,608.420710249863,591.20849244306,784.714661284754,878.520975370063,958.518715602658,1069.28607069081,1210.67937083999,1338.69050941957,1534.7356942701,1745.8635919324,2003.94004441843,2152.86030816196,2345.01060573305,2547.03476803361,2701.97631758855,2814.47154217832,3018.77823909965,3139.18054361951,3323.41618447459,3473.7959023855,3676.77821511937,3830.1752534332,4820.10756666305,4924.92278413048,4836.38492124113,4994.6674021974,5325.04698108074,5244.03373172257,5513.16070968083,5939.05358494506,6446.66383185391,6866.22489903457,6912.43571398947,6986.04668697253,6745.84975848093,6933.41518313894,7195.39329650902,7313.84942800705,7906.72174152587,7609.61434887711
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.4634146341463,..,..,..,..,71.9634146341463,..,..,..,..,73.9512195121951,..,..,..,..,75.9512195121951,..,..,..,..,76.5975609756098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.126025108362,192.026654148682,234.034347756695,258.558967830732,272.914291705384,228.953829749716,245.890475149168,250.853977434293,253.904388797713,281.189400313616,329.860647543011,359.827030818071,417.505788945813,479.544041480449,582.850032264343,698.902044394735,748.268731383941,847.600633053485,861.258295049875,968.792626266951,1141.45172137837,1222.66148528726,1310.12273763658,1387.32075412194,1626.43196046585,777.424081020985,923.890290010021,861.391143616501,778.512122316876,949.404024018194,984.69130249916,1328.80482422146,1520.54546269739,1718.59719515231,1891.41484755509,2103.11577053964,2271.94359543258,2452.13174361662,2612.28868786511,2626.32647259944,2838.5133349557,2943.4219360953,3098.05170491001,2413.41013323558,2492.86822575889,3910.01777439852,4067.33291727245,4647.31035906985,5011.03793729372,4952.67750344452,5453.92686069139,5765.49645330522,5973.22293666431,6094.73490421055,6348.83776943483,6534.90855499375,6793.53812543935,7052.25883896858
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.787,52.519,53.237,53.943,54.634,55.312,55.975,56.625,57.259,57.875,58.468,59.033,59.569,60.073,60.549,60.997,61.417,61.817,62.205,62.588,62.977,63.38,63.803,64.247,64.714,65.207,65.728,66.267,66.812,67.352,67.866,68.335,68.749,69.103,69.397,69.637,69.837,70.017,70.193,70.374,70.568,70.775,70.99,71.207,71.425,71.644,71.862,72.078,72.29,72.498,72.702,72.901,73.098,73.292,73.483,73.673,73.861,..
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,222.266862762517,209.351790774245,199.173094551084,209.617603999687,226.719902950922,454.665552428761,449.399014890535,458.780082888583,450.571130321367,527.499764536255,471.385993013935,440.757399263268,495.587254558634,588.597246538126,970.735429464192,1106.51847832901,1266.39072502235,1495.25314622524,1574.55978969782,1823.72299491273,2241.79000580815,2665.31224963865,2374.59740860884,1993.03494049632,1916.70358595548,1895.76988737014,1651.49350031825,1467.30246214325,1340.14279568803,1392.23251839129,1491.40168162039,1623.98924648946,1690.1551411098,1729.37339286403,2028.19773400802,2135.63281191362,2159.1508142907,2361.59912433603,2300.40788354002,1584.46344346497,1451.2907755099,1903.7415713596,2183.96679635803,2440.46890497314,2708.55789200118,3021.94254731609,3350.78654130881,3590.71808551266,4274.95206457671,4255.56570141121,4657.3023611471,5223.35176320248,5702.10431276527,6074.09082895834,6396.63048339218,6150.15595531519,6018.52686848782,6198.94732333954
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.236,53.842,54.409,54.932,55.407,55.84,56.237,56.615,56.992,57.377,57.783,58.216,58.678,59.167,59.682,60.222,60.781,61.353,61.93,62.511,63.095,63.686,64.286,64.896,65.511,66.126,66.735,67.332,67.91,68.464,68.99,69.487,69.956,70.4,70.82,71.217,71.594,71.953,72.297,72.624,72.933,73.22,73.482,73.72,73.937,74.136,74.322,74.501,74.678,74.859,75.046,75.244,75.449,75.661,75.879,76.102,76.327,..
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,165.553406317711,168.451804482512,171.487210557498,183.032170183079,200.537108304679,219.209952402701,230.485891445423,238.971648989915,256.527640284751,235.247681863156,291.876405135203,333.270128896259,356.745931825514,353.530090667341,421.820167945047,519.567944327705,517.629662268238,551.801963752369,591.188822087508,627.041759870318,690.958486789166,695.250138829034,763.346763744019,642.46326737744,707.924809719688,751.241123747169,629.260459003791,697.186854789195,760.149728316513,830.424269566597,944.201911644478,1041.52344796082,1185.71812129932,1258.99755190444,1321.79971340063,1428.18300429537,1370.71743795049,1210.22924881689,1120.87492840669,1045.94320837548,1168.11523067913,1375.19631599113,1640.47606839651,2011.24615406866,2291.66706219766,2602.47954869567,2747.48032671166,3181.44170830415,3213.38915790942,3327.75424726108,3547.71301183827,3479.28124621174,2412.72708185213
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.056,48.623,49.147,49.641,50.113,50.556,50.955,51.302,51.602,51.874,52.155,52.487,52.902,53.414,54.027,54.723,55.471,56.228,56.963,57.665,58.338,59.001,59.677,60.378,61.097,61.812,62.494,63.117,63.669,64.151,64.58,64.987,65.401,65.84,66.308,66.789,67.259,67.69,68.061,68.368,68.613,68.807,68.972,69.127,69.282,69.444,69.618,69.797,69.98,70.167,70.357,70.55,70.742,70.933,71.12,71.304,71.484,..
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,274.470795027805,282.493585147874,288.500668351016,290.349341613035,293.726857534077,308.815772795852,315.024623084347,327.224903811073,364.376530161889,410.951638658188,454.275766873015,549.164759091204,679.368258027088,708.081193141123,769.472727531238,780.220660405038,738.331138016275,719.295493596743,731.570782884611,753.660447229739,771.827103126409,756.004468281157,783.19544794185,818.490203720037,843.089733149786,916.756778712691,986.048547897866,1076.48944111018,1220.36339057362,1384.93420583973,1590.04887620375,1690.13655857579,1784.59202602067,1892.58112456318,1937.13901373467,2008.46606446969,2079.68381780987,2131.9098200883,2217.83715577318,2287.17305681349,2437.89956511578,2641.78065205553,2796.38708139673,2943.69887833676,2867.98508002573,2992.54527363055,3275.50862648081,3437.59963840041,3515.94720144392,3595.7907332513,3669.87899205352,3768.83770478833,3889.30876895407
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.969,50.637,51.264,51.847,52.385,52.883,53.349,53.792,54.215,54.617,54.987,55.31,55.576,55.783,55.937,56.04,56.097,56.129,56.164,56.233,56.378,56.642,57.042,57.585,58.267,59.082,60.011,61.01,62.032,63.039,63.99,64.85,65.609,66.267,66.818,67.27,67.64,67.958,68.253,68.541,68.834,69.135,69.44,69.743,70.048,70.357,70.668,70.98,71.291,71.599,71.902,72.195,72.479,72.753,73.015,73.267,73.512,..
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,34.7414275226911,40.6608268942938,46.8305160523438,233.414805308416,242.603591839027,246.447133767446,224.037211224994,219.524722305285,216.405163112502,215.294248462863,223.624581706882,288.957860493823,349.483207661358,401.52780739888,411.005217959071,421.55336766633,..,..,198.346737584453,136.010571035986,152.415886660034,141.322702751061,148.840574311178,173.082354914913,203.198191485906,239.242202118117,249.88358518944,213.131793229214,262.669455841992,251.70220431723,295.963476397877,289.088408992112,206.93640804271,280.969531339322,443.632595550295,812.171522768192,654.147310207696,1052.85281786985,1702.68490100276,2283.87903943895,2711.17011416914,3577.17619659534,6085.3489069204,10850.6333446261,12732.0275869622,15761.8391282779,22742.3815908012,16530.2093729134,17136.4456757583,21451.8861709069,21557.6527999109,20246.9930826625,19245.651511712,11213.4746309009,9217.88952758682,9850.01358478141
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.74,37.041,37.342,37.642,37.942,38.242,38.542,38.842,39.142,39.443,39.738,40.019,40.288,40.55,40.818,41.122,41.493,41.95,42.493,43.111,43.772,44.434,45.054,45.604,46.074,46.469,46.81,47.135,47.473,47.838,48.239,48.677,49.142,49.62,50.104,50.588,51.062,51.521,51.959,52.371,52.752,53.099,53.415,53.709,53.987,54.262,54.55,54.858,55.19,55.543,55.908,56.265,56.601,56.905,57.18,57.434,57.681,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152.986726546993,150.973094230453,172.321547242426,187.050447889575,222.545445913372,217.150929235972,231.226610235343,208.620974680709,208.196948652283,215.139210251802,201.768798115624,232.794545914417,287.422224311551,276.750809646129,297.828058802925,317.329433586554,326.082564151512,430.754449938105,482.1490904235,582.775530237486,..,..,..,..,..,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.418,39.074,39.693,40.259,40.768,41.222,41.631,42.016,42.395,42.774,43.157,43.547,43.935,44.317,44.691,45.055,45.405,45.74,46.059,46.364,46.654,46.927,47.187,47.441,47.695,47.956,48.23,48.523,48.841,49.193,49.589,50.04,50.545,51.099,51.693,52.311,52.932,53.539,54.126,54.693,55.258,55.847,56.483,57.174,57.916,58.691,59.472,60.23,60.94,61.591,62.181,62.718,63.22,63.703,64.174,64.636,65.092,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3044.3837091108,3352.73374088891,3619.94549568011,4052.29227059027,4119.34739390814,4070.03282698714,4498.95702743146,5308.34778059328,7174.23741473369,8850.46511484791,10338.3132235799,12595.4106486304,16586.4052048847,18094.5480527831,14726.3182780587,14638.6048173457,17454.8434246435,17421.8902227378,19072.2385175669,19949.5813766971,17155.8741759995,17736.8026953521,19704.655040239
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.9029024390244,68.3608048780488,68.7410243902439,69.0535609756098,69.3099268292683,69.5176341463415,69.6811951219512,69.8021219512195,69.8829268292683,69.9280975609756,69.9370975609756,69.9053414634146,69.8328292682927,69.7245853658537,69.5902195121951,69.4413170731707,69.2900243902439,69.1469512195122,69.0262682926829,68.9385853658537,68.9056341463415,68.9780487804878,69.1268292682927,69.3756097560976,69.2780487804878,69.3804878048781,70.0853658536585,70.6439024390244,70.6975609756098,70.0390243902439,69.4756097560976,69.3731707317073,68.8634146341464,67.909756097561,66.5,67.5439024390244,69.6121951219512,69.809756097561,69.3585365853659,70.0634146341463,70.4170731707317,70.2585365853659,70.9048780487805,71.3170731707317,71.909756097561,72.5682926829268,72.6914634146341,72.8146341463415,73.7707317073171,74.8243902439024,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.7365853658537,..
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,100.454668666139,120.366032726009,125.608696787983,144.768151208625,169.894240878063,179.490007376174,191.579560526601,181.738522797758,189.033031771259,243.129172491322,251.582816565346,297.566150357688,310.741061481714,456.06207092444,527.030248754404,557.619970001092,511.125173825261,552.695672721992,600.142672999611,704.018720207243,898.285823025734,919.949707662647,840.965058098354,843.565660724092,727.195812584056,512.016126365488,611.7138444835,761.875866428003,864.528111872648,836.952679009582,1294.10033534996,1305.45615722956,1418.01106163963,1468.79899975243,1507.0425123183,1768.31451319348,1632.53093460493,1709.86898659301,1536.93027298864,1480.3380953111,1637.45007202339,1437.63490796119,1324.99618408854,2020.99399397689,2529.63353509293,2873.86209077307,2937.36074331066,3047.48803739736,2842.43853009194,3032.51704908186,3690.23922847955,3934.27337283568,3864.76043619193,3587.00031610963,3379.89649909261,3047.94675558222,2770.19947507562,3224.39302438399
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.285,44.584,44.871,45.155,45.446,45.762,46.118,46.522,46.979,47.487,48.041,48.628,49.232,49.84,50.448,51.057,51.674,52.307,52.963,53.64,54.348,55.098,55.881,56.677,57.46,58.208,58.9,59.505,59.983,60.292,60.369,60.155,59.639,58.836,57.771,56.464,54.942,53.285,51.594,49.968,48.521,47.352,46.508,46.018,45.905,46.185,46.846,47.805,48.969,50.26,51.598,52.912,54.158,55.296,56.287,57.107,57.754,..
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202.791937550603,207.547986283695,223.78720692575,204.872166216525,232.371587736206,233.818380392866,242.045160107665,242.787327748671,247.026547505041,253.192948378398,270.244393472698,203.164502241593,164.958436330469,124.983045437426,133.728853871291,144.5003523721,140.861125737824,124.505623231545,119.134081818777,123.876205729993,120.17892791115,111.363435555958,118.873446581632,135.762385796471,161.626624773078,193.794905642516,243.302682246946,325.382554265056,379.756638540888,341.309909200504,354.846354368724,468.506724907536,502.153588732071,571.162275886001,645.465006707765,712.877949961138,767.563477815809
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.419,39.082,39.711,40.29,40.81,41.267,41.668,42.026,42.355,42.659,42.944,43.213,43.465,43.693,43.894,44.045,44.116,44.103,44.016,43.88,43.746,43.674,43.711,43.884,44.198,44.633,45.146,45.682,46.194,46.668,47.1,47.505,47.912,48.346,48.812,49.305,49.811,50.322,50.836,51.366,51.94,52.593,53.347,54.209,55.172,56.221,57.333,58.466,59.58,60.643,61.625,62.501,63.275,63.952,64.535,65.037,65.475,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23737.4167662171,23982.8806710129,22479.578988392,24300.3785998986,26553.7465597833,30993.0770616633,34979.0816995871,35847.4535649984,40719.5750317748,47024.2296980726,49773.1668730863,46521.5017134755,47397.9029229641,50789.0486039991,48421.8030715067,53612.8250038773,57543.6690591516,50581.9684915586,..,..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,74.4975609756098,..,..,..,..,75.9853658536586,..,..,..,..,..,..,..,75.2658536585366,75.4658536585366,75.7146341463415,75.9146341463415,76.1146341463415,76.4146341463415,76.6146341463415,76.9146341463415,77.1658536585366,77.4170731707317,77.619512195122,77.8219512195122,78.0268292682927,78.2804878048781,78.4853658536586,78.6390243902439,78.8414634146341,78.9414634146341,79.1414634146342,79.3414634146342,79.6390243902439,79.8878048780488,80.1878048780488,80.3878048780488,80.6365853658537,80.8878048780488,81.1878048780488,81.4390243902439,81.690243902439,81.990243902439,82.2414634146342,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.542500528956,287.329143899976,291.539706762499,296.772935442722,310.872996932687,317.072947341209,316.179586827145,333.309188038613,334.647453025916,357.459448696122,422.413510435661,466.04375785837,583.349930118831,768.738455488428,987.976170176364,1186.7398794869,1182.17662670009,1202.71176384586,1360.87026207505,1640.67832899456,1893.04666537564,1898.59488932517,1786.91861396688,1638.63732716486,1681.97401592003,1603.58671449838,1795.60532744379,1632.07342405604,1535.41406263405,1632.13829134345,1834.98957249382,1881.56990144396,2057.4066903132,2166.05272574465,2383.91514603296,2540.75151834037,2714.25349969388,2641.06474940782,2070.16584662914,2408.16546581581,2076.01330767665,2038.89172875457,2259.05579575103,2835.97397188993,3332.91853272002,3658.63083239231,3749.93981348645,4078.8232700144,4177.65778874269,3369.40824665782,3651.96678405546,4353.12139240993,4546.73850445133,4763.06895557778,5061.39757456886,4889.46145369562,5197.50913987692,5589.38883340896
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.86,56.292,56.716,57.133,57.545,57.95,58.35,58.741,59.123,59.495,59.857,60.207,60.546,60.873,61.191,61.5,61.803,62.102,62.397,62.689,62.978,63.262,63.54,63.811,64.074,64.329,64.577,64.818,65.054,65.284,65.51,65.731,65.948,66.161,66.37,66.575,66.777,66.976,67.172,67.365,67.553,67.734,67.91,68.079,68.243,68.405,68.569,68.737,68.909,69.087,69.267,69.448,69.625,69.796,69.96,70.117,70.269,..
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.35301099994,1327.427224366,1411.70239818044,1522.3192420995,1707.50393824701,1882.08685764849,2010.21345619725,2034.18904965478,1907.07727217667,2178.03525044982,2467.47634653616,2718.20755188138,3180.00587263802,4176.27276078757,5301.54277799545,6260.19127850933,6744.69698199575,7074.35652980497,7634.48240766645,9339.17707570089,11232.274564422,10934.5680935815,10945.2773406605,10505.8336621689,10841.5671289286,11405.9336506035,14962.2553603914,18580.6586479255,22056.7017537988,23983.8457535829,28380.548911275,25503.2152090109,22337.4871236912,17617.0304386654,20305.5835495475,26273.4659031066,25777.6412996396,24676.4970769622,25989.407503518,26178.7917845508,24253.2504245786,24913.2445163584,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46202.4151628454,50790.7241454802,47415.5598711351,49638.0771298139,49914.6186421589,42424.2208075022,43433.032224358,45703.327865074
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.819756097561,68.8441463414634,68.5778048780488,69.0126829268293,69.2209756097561,68.9778048780488,69.4770731707317,69.6665853658537,69.6163414634146,69.5034146341464,70.179512195122,70.0175609756098,70.7073170731707,71.2236585365854,71.1348780487805,71.6736585365854,71.8129268292683,72.350243902439,72.8970731707317,73.1553658536586,73.44,73.7465853658537,74.2980487804878,74.2009756097561,74.5190243902439,74.2229268292683,74.56,74.5919512195122,74.5770731707317,74.7921951219512,74.8131707317073,75.2275609756098,75.4553658536585,75.7051219512195,76.3956097560976,76.409512195122,76.6934146341464,76.8785365853659,77.0907317073171,77.2912195121951,77.4658536585366,77.9658536585366,78.119512195122,78.3682926829268,78.7146341463415,78.8170731707317,79.2146341463415,79.2634146341464,79.5682926829268,79.719512195122,79.8707317073171,80.4707317073171,80.6268292682927,80.9756097560976,81.1804878048781,81.4804878048781,81.7804878048781,..
